UDI,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Target,operational_hours,RUL,Vibration (mm/s),Pressure (Pa),Maintenance Required,Temp_Change,Vib_Change,Temperature_Mean,Vibration_Mean,Pressure_Mean,RPM_Mean,Anomaly
18,296.4,307.3,1540,37.4,75,0,2588,2400.513086,-0.881929136581804,1.52810074786407,1,0.67832252070803,0.0003018921705705,-0.221931731161038,0.0032744682261417,0.818193085064536,0.146306579576441,1
19,300.5,311.8,1368,57.9,191,1,3343,1599.542739,-0.422565619249188,-1.53010825166708,1,0.811776499310926,-1.32988360889696,0.203880815644253,-0.103238928130253,-0.739482137951937,0.762435069841813,1
20,298.1,307.7,2567,12.8,125,1,1738,3176.549731,0.854116647220314,0.949416447823129,0,1.29683048002775,1.7887039112414,0.84853575378182,-0.0756390088302678,-0.0110414515274408,0.0303783553960753,1
21,299.0,310.3,1303,68.6,111,1,619,4364.643885,-1.20910264404274,0.614511939886039,0,-1.21752604809173,-1.2212153345639,-0.0337456873380226,-0.219673722284689,0.615429503973614,-0.41947857827594,1
22,301.7,310.2,1311,57.4,40,1,3690,1267.144167,0.315317612553217,0.0169363237167979,1,0.223448628963395,-0.429641985644439,0.176700477928575,0.111760970360647,0.208844434772899,-0.0125751300572071,1
23,300.8,309.9,1312,65.3,192,1,4848,61.77619081,-0.804065041893522,0.0422918029204001,0,-2.18846350278875,-0.585250859015768,-0.0168476303732394,0.0432794312012776,-0.0420776474211472,-0.795898907785895,1
24,301.3,311.4,1838,23.2,215,0,825,4173.854573,-0.390719025885086,-1.44188733356182,0,-1.36731687644943,0.475389221071386,-0.37770373157645,0.642815714871462,0.268685883137723,-0.642559583372024,1
25,302.0,310.8,1615,29.0,235,1,989,3958.85486,0.595931367514448,-1.63133468645698,1,-0.332291906404877,-0.350603582446534,-0.683235115765008,0.814197740944386,-0.211553178512656,-0.0564523463804535,1
26,303.3,311.5,1373,47.3,60,1,3264,1733.045608,0.009811647540814,-0.0926750483175442,1,0.0245106513017963,-0.0966350017915329,0.22068971836785,-0.600563949370008,-0.236758841307877,0.422040244260419,1
27,301.9,310.4,1370,51.7,153,1,4571,339.7226918,1.04583465077343,0.958071328922856,0,-0.240606601259569,1.41829245540967,-0.536797876776402,-0.377533378627077,-0.309457945736536,-0.393614113916975,1
28,302.3,311.3,1621,31.6,135,0,1879,3044.218809,1.69724703912674,1.67968115580035,0,0.561179076999365,1.32152126268909,0.253373481273535,-0.0140737670805956,0.801750189006884,0.315349328779684,1
29,300.4,309.7,1547,38.0,181,0,1132,3857.556582,0.326629339546101,-0.521096127031895,0,0.34573845976029,1.23759643655248,-0.441974356941521,0.472102016431483,-0.72768233255625,0.538430333875766,1
30,301.6,311.0,1431,42.6,158,0,940,4054.384966,-0.885008051920355,1.54511478566618,0,0.381808356935005,0.0595998679846037,0.129188956567525,-0.1398525262693,0.0554924288902853,0.46453186427872,1
31,299.2,308.4,1465,35.0,201,0,2246,2747.478744,-1.00683739573534,0.771470625112971,0,-0.163637650706017,-0.0452962711043245,-0.0695631286616092,0.381425489666068,0.31351542699079,0.039615664095706,1
32,303.8,313.1,2497,13.0,5,1,3196,1794.847781,0.425888339609372,-1.40758478419006,0,-2.13134530479001,-0.36249753773625,-1.1147860120797,0.633154184506187,-0.066749556438554,0.134298078266921,-1
33,299.1,310.5,1471,38.4,146,0,2445,2541.948365,-1.43691950592862,1.31043646174148,1,-0.920007183242049,-0.74011462256559,-0.783812726013167,0.173457377063642,-0.509782447831714,0.488548866897762,1
34,298.8,309.1,1350,52.5,111,0,3616,1387.39692,-1.53053952557552,-1.36844748739023,0,-0.639859833528194,-0.390657493716536,-0.174549345361724,-0.203109508116887,-0.459719985835136,0.157853215450979,1
35,297.4,308.7,2874,4.2,118,1,4471,491.3796244,1.59555669344795,0.0388083205923158,1,0.914791692269102,2.19977833700253,-0.398379987871179,0.880741371257387,0.428704531335025,-0.0301260165865062,-1
36,302.4,310.5,1372,45.7,144,1,4783,131.4159286,0.528679433556979,1.55824812500394,0,0.400136481986235,-0.173957245109209,-0.25894988700534,0.519378196653391,0.127742368802395,0.0400775295306878,1
37,298.5,309.4,1414,46.7,102,0,1614,3305.783841,-0.824400001509027,-0.31124733957422,1,-1.12820400460245,-1.38270247081327,0.230950375463335,-0.277951652476657,0.349739837190043,-0.0541430192055451,1
38,302.1,310.7,1364,47.8,213,1,2038,2968.168624,-1.19486153298035,-0.587589700101106,1,-0.796573014299082,-0.161810238698071,-0.581367702139758,-0.658276193302607,-0.345054703004217,-0.229190019063548,1
39,298.9,310.1,1324,54.6,185,0,4656,326.3848122,0.950026009743026,-1.01611303422175,1,0.117992007425522,0.740962089640445,0.41955691155418,-0.298369057312694,-0.582069197787798,-0.37744882369262,1
40,300.7,311.7,1460,46.1,15,0,3196,1732.200609,-1.66602522286541,0.296117471717938,0,-0.856931551752699,-1.757084905329,0.252457365190848,-0.383605183498524,0.0608028394393782,-0.387609863262214,1
41,299.6,309.3,1577,39.8,48,0,4543,414.2946353,-1.52844097474919,1.68219207244496,0,-0.672334840854966,-1.4905622341296,-0.0406848022990126,-0.481470760052212,0.753576542507385,-0.108643140533367,1
42,300.3,309.9,1405,52.1,205,0,2223,2777.217298,1.66197230701436,-0.56509366239872,1,0.10968419734295,0.824494481623912,0.7948898953684,-0.412808479086822,0.582623350091546,0.343523120313558,1
43,301.3,310.1,1269,56.8,195,1,4628,317.2569923,-0.0069898308710024,0.368365689162219,1,-2.22112803472138,0.727116356595122,-0.24936880905799,-0.413182359026195,0.51831200600251,-0.730314016018516,1
44,303.5,312.0,1366,54.5,30,1,3259,1670.842057,1.19091420451037,-0.0324593492561953,0,-1.02873161743834,-0.12638029411793,-0.188793067492224,0.959497964784785,0.056815833551949,-0.391304786742068,1
45,300.4,311.6,1200,76.6,3,1,1614,3318.544158,-0.472746859313906,-0.579411291209302,0,-2.07837011796201,-1.26110781677544,-0.0409671748840137,0.253377698319351,0.249739954293212,-0.120651641842886,1
46,302.6,312.1,1288,68.5,0,1,4280,653.9669262,-0.255620958467507,-0.185740705821937,1,1.81174050047124,0.0778645883679002,0.563835794689917,-0.345994889612155,-0.274357413200382,0.496400579292446,1
47,297.8,309.0,1403,64.2,0,1,1798,3203.50789,1.56812482880166,-1.46597217940022,0,0.667775165295396,1.46171569925441,0.661467720720299,0.344239746164536,-0.182198223269316,0.714862930038715,1
48,300.6,312.0,1490,39.8,94,0,2997,1923.479687,0.352680754844064,0.812373380109943,0,-0.0954946315207056,0.122876019535024,-0.385308085041352,-0.303296152684515,0.0503289885311734,0.696850178074435,1
49,300.6,311.7,1424,50.8,182,0,658,4307.246767,-0.0882082048933477,1.57783554286618,0,-1.85287491500669,-0.267684775945742,-0.950981376271927,-0.653071067974507,1.02346615871409,0.523650639956358,1
50,302.3,310.9,1710,30.4,218,1,2380,2545.284709,1.13537348152933,0.122979522312564,0,-1.31406143831166,0.0228364536639763,0.478655370090842,0.119326293555223,-0.63435970897711,-0.263368061252182,1
51,302.0,310.4,1336,58.2,110,1,475,4471.592873,-0.783825018743602,1.59443225391649,1,-0.931176158117616,-1.14457141428629,-0.838321720299982,-0.864781524275776,0.554977674478872,-0.0901685231341056,1
52,301.0,312.2,1776,28.8,138,0,4956,45.06445734,0.0866130430059654,1.60530420788681,1,0.569703894076098,0.458369913763078,1.07338474583958,0.393599930224876,0.398369978230143,-0.16406699273115,1
53,299.2,309.1,1345,60.7,191,1,2353,2614.725518,-0.947452839114233,-1.04309415731466,1,0.934221137502451,-1.66594097719347,0.90913228071646,-0.279899509156457,-0.94192566117066,-0.104024486183551,1
54,300.7,310.6,1572,38.5,50,0,4280,653.9669262,0.722651453137695,0.331969616468441,1,-2.13621089747411,1.28630115833445,-0.329848070210551,0.483045370758672,-0.595849472248884,0.446519112314441,1
55,302.6,310.4,1614,36.0,74,0,4523,425.0020455,1.05584406476116,-1.24756037055609,1,-0.91294005677691,0.15638037686747,-0.181585900401009,-0.0256686207831037,-0.596680797902088,-0.239812924068123,1
56,302.5,310.2,1307,54.0,86,1,4527,449.3528013,-0.813669528998303,0.0026870333207397,0,0.862536120326661,-0.222900154523864,0.433451370002671,-0.0552542734074935,-0.256249015243568,-0.820377775839916,1
57,303.8,312.6,1577,41.3,134,0,2151,2816.637055,-1.26936704003518,-0.02991801962857,0,-1.81391035323532,-1.53692615336208,0.509186635285706,-0.0248032541756872,0.131439150372456,-0.144668644461927,1
58,298.0,309.9,1403,47.7,43,0,1578,3392.182465,-1.24730114708167,1.29861207930482,1,0.674437430442276,-0.135118313366065,0.109179564188291,-0.530754358026615,-0.547496353568289,-0.322948702364801,1
59,298.4,308.7,1421,60.7,119,1,530,4461.349349,-1.02758774104354,-0.856432362838665,1,-0.551352378438312,-1.13430641466229,0.418149247204519,-0.382071171056706,0.108609120842129,-0.369135245862955,1
60,299.8,309.3,1299,65.1,212,1,3136,1851.165929,-1.71044995069142,-1.57741492504079,0,1.08268954228861,-0.828431147377682,-0.149049353617202,-0.409336420943537,0.430528499724786,0.193878719379539,1
61,298.7,308.5,1483,42.5,46,0,1412,3519.857137,0.749668537216813,0.414659066485488,0,0.645833068843595,-0.495556382734292,-0.115947672407382,0.190835462987464,0.3897236124406,-0.321563106059856,1
62,301.6,310.1,1362,55.8,70,1,396,4531.414078,0.377989858915539,0.0907379182997012,1,1.27036099949018,0.675129077673727,0.170088469424984,0.584892938710914,0.0454150260896328,-0.251359559942662,1
63,300.8,312.4,1465,59.1,91,1,2218,2739.954679,-0.0403134633919005,0.439515752074597,0,-0.721671661102176,-0.495462136284841,-0.555538880416523,-0.107744822347464,-0.867399662306231,0.225747434393266,1
64,299.0,310.3,1868,24.0,221,0,1240,3668.62725,-1.13444582831486,0.58981782774283,1,1.03684759232998,-1.3789224083367,0.503572862852867,0.226670359376899,0.365443751576171,-0.0772362909546229,1
65,299.5,309.4,1390,58.8,195,1,1025,3954.758632,-0.0326289196958317,0.346815953104656,0,0.70914104195541,-0.732183747062796,0.292251802602116,-0.0336005760067904,-0.21858729157948,0.0248359701762971,1
66,303.4,311.9,1377,41.6,34,1,3049,1899.096918,1.43515144611233,-1.44901214854462,1,-0.924659911169251,0.174275449170549,-0.109586150004985,0.41718629630306,-0.037974492571247,-1.2910186540861,1
67,298.2,308.9,1737,25.5,26,0,4119,872.8033432,-1.61167749570239,1.02344728127107,0,0.1429229722253,-0.960831743391499,0.1477712756673,-0.469120947618377,-0.138572790386152,0.903765892946164,1
68,297.2,308.7,1669,30.7,72,0,993,3915.100535,-0.842181862810783,-1.66591821060058,1,-1.42669096848129,-0.0830192574715437,-0.191382773769557,0.0793933945329485,0.310895018068691,-0.935382269150318,1
69,301.0,309.7,1511,39.3,146,0,2309,2665.031361,0.539904563945116,0.0680062229875994,1,-0.0090441454422248,-0.410039887762811,0.136084376131013,0.746935860136362,-0.538921431224384,-0.337266530849228,1
70,297.8,307.9,1802,25.8,43,0,4056,891.6743697,0.977927887198586,1.12373218876541,1,0.480209618760521,-0.0845740319266638,0.101280731344087,-0.525616947821185,0.031822472423152,-0.966789118729064,1
71,298.1,308.6,1551,42.8,0,0,831,4167.779109,0.0336109885714845,0.404078701401827,1,-2.05519794140351e-05,-1.59277251323152e-05,0.239310962852531,-0.399946537495563,0.494977172200361,0.613714399777756,1
72,296.9,308.1,1422,48.7,215,0,2131,2798.170904,1.00728209077396,0.0078951338375635,0,0.931466471537667,1.35359603779313,0.331051922928786,0.501888245325739,-0.0296341256082108,-0.189931457090118,1
73,300.8,309.4,1342,62.4,113,1,4624,379.0542419,-0.354600249775311,-1.26798532698204,1,1.93833091148656,-0.097297705284834,0.322779449714707,-0.853732586272077,-0.665990643924355,0.295489115075477,1
74,298.4,309.5,1397,50.3,110,0,2874,2075.912186,-0.676738123177547,1.05108496133046,1,0.912411767173728,-0.594579764386016,0.201572487241131,-0.0400463054187831,0.953186850173512,0.323201041174371,1
75,298.5,309.0,1450,40.5,199,0,1331,3604.01962,0.527114899665044,-0.884178552720959,0,0.908373145169302,0.72892530097717,0.592137284381978,0.179013930741626,0.127653003740899,0.374929969892303,1
76,298.6,309.8,2271,16.2,218,1,2438,2526.62867,0.086246059201765,0.56182332695582,1,0.0986261341187186,-0.568135819069087,-0.192631767008404,-0.27691571623694,0.320907738182614,-0.677199490995639,1
77,301.9,311.2,1435,44.2,16,0,777,4224.545955,-1.41344599177798,-1.07736405253032,1,-1.08707934622339,-0.46857030819641,-0.59385646931668,0.0339797734217153,-0.379523470684079,0.314887463344702,1
78,302.8,312.2,1509,36.5,52,0,343,4617.259679,-1.50821504227501,0.496338226688586,0,0.333052839368628,-1.18742470553428,-0.970238676256514,0.139677595669901,0.144765875876603,-0.179770417520524,1
79,300.3,311.4,1471,37.0,114,0,1466,3471.098932,-1.13779009524945,-0.171051045058205,1,1.02679752487909,-0.99096342938865,0.0270026320619397,-0.31992687097536,0.567196031089004,-0.35019876302871,1
80,298.6,308.2,1488,44.0,43,0,4348,582.0808519,-0.538425577010895,-0.594614588250577,0,1.88178677666609,-1.27687690075721,0.499483468570162,-0.56653889419898,0.374491979079844,0.17909902546013,1
81,297.4,308.4,1580,41.2,66,0,1973,2955.038946,-1.21885634160384,-0.422604928637786,0,-0.631232490549813,-0.46570027188326,0.121627197547662,-0.796900354376417,-0.133264737983018,-0.145592375331888,1
82,298.0,308.7,1619,40.1,45,0,3772,1202.965396,-0.718705258594493,0.829926468357003,0,1.0308032092174,-0.875332090386888,-0.129961455831509,-0.0978004509774936,0.33205101756102,-0.985263736128324,1
83,299.6,310.7,1922,23.3,205,1,530,4461.349349,-1.54620893805283,-0.0515073491134514,1,-1.22620300004907,-0.834069112998456,-0.547393578065108,-0.16722781636799,0.223156120115479,0.804926689860114,1
84,302.4,310.7,1362,54.8,155,1,4578,363.9243964,-1.27263578862398,1.48286075171512,1,0.697260434072269,0.272219264873546,-0.17423279767459,-0.343969897939832,0.268835546216574,0.606324552818052,1
85,298.9,310.1,1602,38.2,58,0,4703,257.2516107,1.46451679756033,0.151892430902989,1,0.750869010091559,1.45861039187392,0.152903580890598,0.292723835234299,-0.0190507816133209,-1.09056905530411,1
86,297.0,308.3,1399,46.4,132,0,3377,1538.202181,-0.101630041153562,0.791604893061239,0,-0.0018559744232917,0.566071299937005,0.543997447988433,0.338094080097065,0.238391021279234,-0.0241217659317462,1
87,302.8,312.5,1422,46.1,4,0,4905,71.39120578,0.439099526774222,-1.13031463593953,0,0.126393941494028,1.10297160420638,-0.241420265255536,0.0551070159928245,-0.372935640423373,0.0539334925801336,1
88,304.1,313.2,1410,42.4,155,0,3422,1526.204112,1.22538631106862,-0.888968535322894,1,-0.764467998456546,0.335146542249121,-0.613590039683679,0.996636325854501,-0.0786629500197315,-0.736318266673276,1
89,298.5,309.4,1364,44.5,162,0,4057,889.7147215,1.3472784172547,-1.36644979386338,0,-1.13693426250273,0.963174475253995,0.504685743310628,1.10950607501558,-0.0630820666696295,-0.249050232767753,1
90,300.5,309.9,1503,37.4,175,0,4178,782.6879489,-1.16663426549335,-1.04503174932778,1,-1.58866563604899,-0.432124128323194,-0.423260177172792,-0.309923941903796,0.0180354034395727,-0.416245520231071,1
91,300.5,311.2,1270,67.5,208,1,1020,3938.885007,-0.52877256110206,0.739126076044175,0,-0.0465338274134333,-0.499029314205839,-0.250639133750687,0.069243667285556,-0.570172313154668,-0.0758506946496774,1
92,302.4,310.3,1374,51.2,163,1,3776,1135.666772,-0.173089822230141,0.173506289220702,1,-0.367855359619862,0.589964266489804,0.341537360771292,0.256968590572652,-0.122140949583809,-0.159448338381336,1
93,303.4,311.8,1515,42.6,204,0,175,4813.871745,0.512167479950501,-1.05387381087072,0,-1.43215414686737,0.208769184029955,-0.540236545798557,0.238770068672788,-0.390001128516164,-0.304012219530557,1
94,299.6,309.2,1572,33.4,20,0,2576,2375.334014,0.196985834003213,1.08460016689914,0,-2.37877713265561,-0.151696614576416,0.0850536973897881,-0.161981242780737,0.487660039302897,0.247455109837398,1
95,297.8,307.4,1902,24.3,129,0,3288,1658.947466,1.66173432864302,0.016170130227012,0,-1.48617103596513,1.20803666617757,0.56146020312343,0.471497656214696,0.402703358663167,-0.982954408953417,1
96,302.2,311.0,1832,23.2,70,0,715,4251.9744,0.313803079342778,-0.35220878681634,0,-1.11388925672252,-0.736107465426754,0.134108548171242,-0.657340898237902,-0.197020557017201,-0.466588852644058,1
97,299.0,310.3,1472,36.1,97,0,3734,1216.614076,-1.61474073028324,1.03022190339451,0,-1.54503407066374,-0.133933124995857,0.675649388406165,-0.0278105169594908,0.393287523671539,0.282095017461013,1
98,302.5,310.3,1326,58.5,55,1,1599,3358.626545,-1.04956029136144,-1.21866323359105,0,1.40216711752797,-1.71160193368186,-0.278388088211731,-0.107240031014885,-0.441854322407684,-0.164528858166133,1
99,297.7,308.5,1373,56.7,203,1,4142,825.3235602,-1.65477823096846,1.33398695452839,0,0.0301337392143423,-1.25972537118819,-0.110613525684811,0.196775413038612,0.0951984086304205,0.766129993321664,1
100,301.6,310.5,1602,32.3,2,0,4156,775.7438989,0.146172056344671,-1.26901440569239,1,0.909299071691949,-0.108838828551443,-0.579696554916041,0.497776481497786,0.394216117888998,0.240065262877693,1
101,298.4,307.7,1626,31.1,166,0,3224,1728.974949,-0.0340554149270325,0.150189905824718,0,0.446192802806759,-0.254570030753655,-0.2230117230293,0.236981426916991,-0.0166188167011524,-0.610229002923316,1
102,302.0,309.9,1308,57.6,197,1,2993,1979.395629,-0.396087724108267,0.870087309771996,1,1.39896016537725,-1.44879984419175,-0.64389562775977,0.316567937087801,-0.229986622690571,-0.0402870561560996,1
103,302.1,311.3,1477,43.6,196,0,3822,1170.521976,1.7319664166092,-0.883331610851221,0,-1.40573888119874,1.98525787949515,0.116326298044856,0.292198425969873,0.374851389282134,0.501481099077243,1
104,298.6,309.6,1611,35.7,23,0,3519,1430.056708,1.06441039524824,-1.69007233516721,1,0.0924711804551074,0.519299043940493,0.35814077390558,0.183587062915768,0.0507800862126497,0.207272816994005,1
105,299.8,309.1,1772,24.8,113,0,1981,2996.65129,-1.29268614480098,-1.46134376134027,1,-0.353684775404113,-1.7086457796178,0.402999432952813,0.0076803121871803,-0.938075176109816,-1.05408168594057,1
106,300.8,311.2,1481,38.5,181,0,2576,2347.864932,0.46408365860957,-0.705704129830118,1,-0.073514560160063,1.32008762479395,-0.161429788917888,0.0803267664639673,-0.361169489193283,0.270548381586475,1
107,298.5,309.5,1428,43.5,87,0,3834,1146.091801,0.459499534724549,1.50830494639078,1,0.851585690415225,-0.299527321115613,0.457146889282454,0.223069367136052,-0.419118169281039,-0.119727910972922,1
108,300.2,309.8,1650,29.6,13,0,2128,2874.651211,-0.128914332733123,-0.938228750828268,0,1.88599295449329,-1.0924614763899,0.374690686871927,0.180846192586104,-0.602944958499186,-0.276762158866647,1
109,298.6,309.5,1687,29.3,47,0,4531,439.6990397,0.629411156993522,0.906264942357048,0,-0.98167926971061,-0.229100566093767,-0.205300170165271,-0.26084378160795,-0.447566763985157,-0.189931457090116,1
110,297.2,308.3,1578,37.8,3,0,298,4611.346217,0.278352463755004,1.59377784610536,1,-0.699942649785635,1.18400304243313,-0.0401135730176035,-0.196021421973312,0.0546789566874369,0.356917217928022,1
111,301.1,310.4,1312,73.6,49,1,319,4627.029509,1.47617349614463,-1.59268642798699,0,0.864307076130994,-0.0789338296626635,0.0384585056136681,0.798962434191573,0.164238288149653,0.0613233395398384,1
112,298.2,308.7,1407,45.1,49,0,3495,1452.761637,1.21667462984577,-0.0790622785258898,0,-1.58472229753132,-0.056032695487461,-0.606145744251483,0.71979609876057,0.396447164844963,-0.197321304049821,1
113,297.8,309.7,1700,31.3,200,0,4622,341.1081397,-1.55961544177277,1.21577382510126,0,1.12728937521124,-1.12392852660164,-0.167808846457572,-0.666356773536952,0.882560372624498,-0.279995216911518,1
114,301.5,310.6,1403,47.4,34,0,4341,588.7255596,0.935091372183308,1.64693075138143,0,0.811022392722214,0.139646322446191,-0.105132161812856,-0.347203358963923,0.304113879150181,0.642811922181594,1
115,298.1,307.6,1488,39.4,157,0,579,4400.650133,0.0195722906859569,0.93859452044205,1,-0.460630616480109,-0.139065458060446,0.713646145918509,0.203951121942133,-0.053503660122906,-0.142821182722,1
116,297.2,308.6,1404,43.7,160,0,543,4422.252466,1.06865633281509,1.18177154195611,0,-1.53922863595245,1.36373181484389,-0.214825155609424,-0.227598465850242,0.428809112400473,-0.225956961018676,1
117,297.5,308.1,1334,72.0,151,1,1794,3187.546774,1.57519848715732,-0.685159662017737,1,0.142842083663959,0.408937372714155,0.369325473072365,-0.0220323634247094,0.05449274309884,0.538430333875768,1
118,301.5,310.5,1927,22.4,149,0,3594,1355.503847,1.41521198706177,-0.342793678922238,1,1.76163264166791,-0.0145269929144281,-0.378898805569608,-0.116091896614961,0.591329865348231,0.306112020080053,1
119,303.8,313.2,1531,39.4,159,0,2576,2352.827299,1.21108427281895,0.285183114651822,0,-1.14782787412692,1.32970356602317,-0.392676555947731,-0.228580436737884,0.24991445181485,0.355069756188096,1
120,298.3,308.9,1646,25.4,46,0,144,4838.985874,1.29596986045653,-0.387266957586717,1,-0.385849757140425,0.880591684903939,-0.689931438809416,0.919428037968903,0.0376134118512028,-0.122499103582812,1
121,303.4,311.8,1316,50.9,69,1,3999,936.1534698,-0.859290230655554,-1.39670966686778,0,-1.428053073043,-0.634202430502107,-0.0231699504499527,0.405751747756835,-0.548585363962986,0.324124772044333,1
122,298.3,308.1,1412,52.3,218,1,698,4298.892766,1.30315482937931,0.213229879464594,0,-0.595787450987398,1.24366530325109,0.956380796290957,0.431916627715711,0.34684807316773,-0.0056471485324851,1
123,300.8,312.0,1382,49.3,177,0,1973,2955.038946,0.733920462823648,-0.172839450197448,1,-0.911350325800039,1.60398678849555,-0.863282867938262,-0.0389640738577505,0.159952842978544,0.543048988225582,1
124,298.5,309.5,1294,66.7,12,1,4423,556.5910807,-0.549282322474784,0.239741223097897,1,0.0597479633657408,0.537824029203875,1.02057845788436,0.725595204957565,0.360073055559233,0.618794919562555,1
125,302.4,310.2,1351,45.1,168,1,4516,463.358308,0.107890044628229,1.48103244665913,1,1.06157694864504,0.133559522041615,-0.0225259828719688,-0.0378282237563832,0.849008881104615,0.318582386824554,1
126,301.1,311.0,1918,21.7,28,0,1727,3200.033507,-0.846284638760302,0.629571609226318,0,-1.96247854538459,0.422179144135013,-0.753292398734073,-0.211184829622159,-0.705880148896009,0.397099510771416,1
127,303.0,311.3,1365,56.2,146,1,4622,327.3237803,1.55468984630526,-0.142644006955623,0,-0.0654732044965218,0.814057463646934,-0.213954424379386,-0.58020548286639,-0.123339340979601,0.860350542057898,1
128,302.1,310.7,1376,46.3,210,1,4723,205.3311951,-0.965831588686869,1.30018292304619,0,0.392686774204233,0.340072723221363,-0.121766337774663,-0.634154344802435,-0.287326225297731,0.218819452868542,1
129,302.0,311.0,1550,35.2,184,0,286,4718.63836,0.290061369173706,-1.32208172513781,0,1.02473301636182,-0.0624620621910164,0.120917701803352,-0.57860158475284,-0.453156978870357,0.5125658695168,1
130,302.6,310.4,1532,36.1,77,0,2813,2143.002909,1.59778814993376,0.772585699632858,0,-0.740095534472454,1.71652303120607,-1.05402407346933,0.744918310266927,0.41955338872537,-0.281380813216462,1
131,297.2,308.0,1705,26.0,200,0,3136,1851.165929,-1.01692618386333,-0.372104370540479,0,0.248676838525442,-1.75594464243019,0.242963630324692,-0.13205530927327,0.19458212669299,-0.224571364713731,1
132,298.7,310.1,1402,69.7,64,1,3441,1555.625521,-1.33634190875873,0.39328077927072,0,-1.4720606256557,-0.493370880392947,-0.271950300051752,0.0496765448501206,-0.0049336371172913,-0.317868182580002,1
133,300.4,311.6,1517,39.0,45,0,522,4481.783712,-0.809852174773235,-1.33777789818968,1,-0.893569612293312,-0.948721067744919,-0.220971812767869,-0.194034099299036,-0.3403473648558,-0.0629184624701943,1
