UDI,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Target,operational_hours,RUL,Vibration (mm/s),Pressure (Pa),Maintenance Required,Temp_Change,Vib_Change,Temperature_Mean,Vibration_Mean,Pressure_Mean,RPM_Mean,Anomaly
16,298.6,309.2,1542,48.4,42,0,2532,2464.962193,0.971588305681802,-0.111577303485959,1,0.0392921475159905,-0.311197673281347,0.0685630300401743,-0.13806621497088,-0.979851427150474,0.38047235511208,1
17,298.6,309.2,1311,46.6,44,0,4004,994.8909565,0.149210498774716,-0.43106400995959,0,-0.163471040991483,-0.580970750197885,0.684419623227567,-0.315492278818438,-1.17111689976874,-0.0098039374473187,1
18,298.7,309.2,1410,45.6,47,0,4956,45.06445734,-1.27419880231181,-1.61798753658412,1,1.98452022508126,-1.00555923260692,1.22252543779334,-0.589896224405921,-1.00425524038422,0.503790426252151,1
19,298.8,309.2,1306,54.5,50,0,3362,1639.657411,-1.55283391676227,-1.37825335579199,0,-0.133063436536779,-0.196852967940312,0.966134946456514,-0.214139979404725,-0.688760751877286,0.0022045638622012,1
20,298.9,309.3,1632,32.5,55,0,1549,3454.884807,1.01590283976317,-1.3603749299307,1,0.224364549688692,1.81462448916428,0.967773860358635,0.0675320987439576,-0.573253895918694,0.184179545244926,1
21,298.9,309.3,1375,42.7,58,0,4600,401.83639,0.0844579864440115,-1.06790466657733,1,0.265283530267765,-0.658019311155846,0.448459981458232,-0.015648013946548,-0.0108038102917588,0.186950737854816,1
22,298.8,309.3,1450,44.8,63,0,1332,3670.358489,-1.22280922916269,0.403244286963033,0,-0.438406337904199,-0.923512630564843,0.214481807613103,0.148196223719165,-0.0424561918833765,0.295950980510458,1
23,298.9,309.3,1581,30.7,65,0,4217,783.9546571,0.604582422694161,-0.0405150940494262,1,-0.824906016454466,1.2909138417508,-0.238560220163638,0.138051290363884,-0.304339730141087,0.057166550625004,1
24,299.0,309.4,1758,25.7,68,0,777,4224.545955,-0.144473526018858,-0.800719075999037,1,0.779356894156407,-0.529173769840754,0.0952357760674392,0.0246935060336923,-0.109469887201043,0.384167278591932,1
25,299.0,309.4,1561,37.3,70,0,2758,2245.382307,0.600002276310643,1.45187549820397,1,-1.61778177097667,0.525906347833626,-0.0834655900707779,0.37545152953197,-0.0900158381349001,-0.116956718363035,1
26,299.0,309.5,1861,23.3,73,0,2128,2874.651211,0.90367917477258,-1.22616657453542,1,1.27426193768611,0.214511455131349,0.121284211667598,-0.0279450079645984,-0.193531626350262,0.103814959558139,1
27,299.1,309.5,1512,39.0,75,0,3858,1143.96369,-1.2735338959391,-0.906173404325521,1,-1.21304019741374,-1.53807109209993,-0.13802493414987,-0.065921755734495,0.206639256214038,0.235446608527877,1
28,299.1,309.4,1811,24.6,77,0,4724,276.2290145,0.0377935010432023,0.933834120650793,1,1.9574396987648,0.92634902123024,0.297798543833378,0.461871697655199,0.653020502416364,0.380934220547062,1
29,299.1,309.4,1439,44.2,82,0,2137,2863.006476,1.60931659147253,-0.70344883066832,1,-1.03289009536531,1.11015984592065,-0.0396788417660779,0.609523721582899,0.240992715653634,-0.0241217659317463,1
30,299.0,309.4,1693,30.1,84,0,2749,2252.812598,-1.41698041117219,0.934296557127162,0,-0.261856305525781,-2.13789200263231,-0.0074966564110181,0.452857806629123,0.259197632613438,-0.0421345178960263,1
31,299.1,309.5,1339,48.2,86,0,756,4245.864559,0.713795435923097,0.774687838286076,0,-0.366701494361169,1.50523444939057,-0.280972218725734,0.697895273203762,-0.191496179382782,-0.335419069109302,1
32,299.0,309.4,1798,25.5,89,0,265,4737.654411,1.36543337100936,1.32573282668611,1,1.24502514555173,0.460322614627246,-0.0370583120960013,0.554088826599096,-0.070902027282271,-0.24166038580805,1
33,299.0,309.4,1419,48.3,91,0,4691,310.7923272,0.776053620681702,-1.12630481316286,0,-0.777037129649526,-0.416373233752638,-0.149066122670925,0.488506811961162,-0.531870758174945,-0.805136216485526,1
34,298.9,309.3,1665,32.5,93,0,689,4312.697372,0.825987016703651,-0.612424245869297,0,0.274266767868426,0.0352586711000652,-0.0379938882041504,0.365964796784829,-0.360122263233196,-0.273990966256758,1
35,298.8,309.1,1559,34.7,95,0,4624,376.2978037,-0.191793078299005,-1.31917250285394,0,-1.34269568873297,-0.719009375070648,0.221279832763392,0.0052549914214325,-0.120701239761396,-0.152520356856613,1
36,298.8,309.2,1452,48.6,98,0,2921,2076.185001,-0.0052367971002337,1.37765859878863,1,1.46284452158335,0.131773585944531,0.679313173172256,-0.26249429803387,-0.130556236668654,0.0220647775664072,1
37,298.9,309.2,1581,36.7,101,0,4358,639.8094867,1.03752329781969,-0.97911082777726,0,-0.0135531572274193,0.736624215938575,0.500994007590521,-0.250102493361371,-0.742111905658061,-0.0121132646222265,1
38,298.8,309.1,1439,39.2,104,0,1362,3639.742495,0.163343544800033,-0.267562338454114,1,0.0117984229476673,-0.617565354471997,0.380056821404369,-0.428695361090731,-0.211962215937702,0.228056761568173,1
39,298.9,309.2,1379,50.7,106,0,171,4831.871804,-0.97756201011333,0.584680871489701,0,0.798323509374403,-0.805989263272303,0.435803891438044,-0.680788283892479,-0.194972710640391,-0.197783169484804,1
40,298.8,309.1,1350,52.5,111,0,3616,1387.39692,-1.53053952557552,-1.36844748739023,0,-0.639859833528194,-0.390657493716536,-0.174549345361724,-0.203109508116887,-0.459719985835136,0.157853215450979,1
41,298.8,309.1,1362,45.4,113,0,4850,151.6692391,0.0567222262622593,-1.68011974615839,1,-0.787367865705138,1.12127815573849,-0.184948630495326,-0.224738952938895,-0.389998396662146,0.394328318161526,1
42,298.8,309.1,1368,50.8,115,0,3680,1322.366037,0.144558959172901,1.67163762082453,0,0.189355827380212,0.0620348391439376,0.0299855230755588,-0.16848439849825,-0.145459987303243,0.0040520256021274,1
43,298.8,309.1,1368,49.1,117,0,368,4633.927093,-1.0971210692087,-0.182614811967559,0,0.636573368032244,-0.877179677035672,-0.126587935702572,0.0487008804791035,-0.391556153295465,0.202192297209207,1
44,298.8,309.2,1372,48.5,120,0,1876,3126.114351,1.41083186876462,-0.739055504484026,1,-1.55708037055535,1.77168479378392,-0.519459462406462,0.51079213414259,-0.201375423813223,0.462222537103812,1
45,298.8,309.1,1472,47.5,125,0,2562,2442.58792,-1.63868674968555,-1.01983954152528,0,1.48164326598475,-2.15429651838465,-0.343160743840132,0.109908050469067,-0.197974755328993,0.141226059791644,1
46,298.8,309.1,1489,49.1,128,0,1368,3635.303073,0.337994998465485,-0.457427699363879,0,0.0094359344996463,1.39637729256511,-0.552517216687969,0.146096960104071,-0.0173205221687413,-0.413936193056164,1
47,298.7,309.0,1843,25.8,130,0,1115,3888.111182,1.23048535405967,0.441156790863421,1,-1.12433591329798,0.630468712957109,-0.621903726469232,0.198118643038195,0.385375921157148,-0.308169008445392,1
48,298.8,309.1,1418,46.3,133,0,2822,2181.639753,1.21333519910872,0.76828883544365,0,-0.199002565956036,-0.0121313631627404,-0.464245987772077,-0.341380655158106,0.622772057162182,-0.216719652319047,1
49,298.8,309.2,1425,53.9,135,0,1183,3819.147489,-0.593588549602989,-0.72205216206288,0,0.45556816044925,-1.27648649494852,0.129475762025182,-0.829978407576665,0.279539995744289,-0.0292022857165432,1
50,298.9,309.2,1412,44.1,140,0,4201,801.3752467,-1.45774220151053,-0.116568375724019,0,0.117924131114097,-0.610482585770359,-0.0179334082793976,-0.49693674572919,0.440133052587763,-0.18762212991521,1
51,298.9,309.1,2861,4.6,143,1,506,4495.851627,0.598103413136104,1.55605451726557,1,0.504385104614759,1.45230126038129,-0.124895518125346,-0.31055147671055,0.618791122736834,0.241912724617619,-1
52,298.9,309.1,1383,54.9,145,0,3176,1826.708036,-1.46701113692183,1.62813747088858,1,-0.321482501738878,-1.45888099769456,-0.407362153528592,-0.330945861649238,0.380217514202715,0.167552389585591,1
53,298.8,309.0,1497,43.8,147,0,1085,3918.549044,-1.22965356298406,-0.947871471645814,0,1.34296769453769,0.16766129565252,-0.259177006933167,0.186107968560743,0.288341026305862,0.283480613765957,1
54,298.7,309.0,1565,35.1,152,0,3703,1299.98042,1.07161975963438,0.0809131221544939,1,-2.16515221279669,1.62567949276684,-0.766984977286008,0.203799717866953,0.815561702813136,-0.0111895337522633,1
55,298.7,309.0,1691,30.1,154,0,4585,418.845597,-0.525815856417337,0.776721975021333,0,0.260949381453511,-1.12849716462192,-0.515343528277087,-0.236063163329742,0.498761373173733,0.163857466105739,1
56,298.8,309.1,1512,40.7,156,0,809,4195.405198,0.496131488442666,0.363186474594975,1,-0.116218183211453,0.721921402444968,-0.490785755911026,0.0766043446453214,0.0004462294796096,-0.223185768408788,1
57,298.8,309.1,1477,42.4,158,0,2718,2287.746191,1.11825801412806,1.16875503140432,1,1.20134952192503,0.439474781106687,-0.492402224381479,-0.0575169358651751,-0.173606900662936,0.0396156640957059,1
58,298.8,309.1,1513,40.3,160,0,4949,55.00828474,-1.14119481645301,1.68823191089055,0,-0.976696051321402,-1.59616797250434,-0.867332026036008,-0.183499111407045,-0.624192418928835,-0.113261794883182,1
59,298.8,309.0,1661,29.5,162,0,1511,3491.87086,-1.12769464634909,-1.50308852604252,1,0.52034438677532,0.0095210379616831,-0.588906168048701,0.0500998935868472,-1.04906239314071,-0.11233806401322,1
60,298.8,309.1,1378,54.4,165,0,4721,281.0723391,1.03752168345798,-1.71485374344928,0,-0.542043452427659,1.5295643429646,-0.815582742457243,0.0468655381694898,-0.559968698396437,-0.125270296192703,1
61,298.8,309.1,1393,52.6,167,0,1585,3415.928917,-0.174474914109816,-0.507079176117755,0,-0.208773174986827,-0.856210321912051,-0.848633702623001,-0.0119181050261622,-0.0106318615084743,-0.173766166865764,1
62,298.8,309.0,1592,38.2,169,0,3050,1954.10049,0.488347136418715,-1.08417255992516,1,-0.118727446049013,0.468223442867871,-0.703730787322358,-0.0338003543419625,0.225842846056279,-0.0296641511515249,1
63,298.8,309.0,1829,22.9,172,0,4751,252.6675945,0.0268002085164533,-0.436117960168856,0,1.33364135568303,-0.326067909320737,-0.212823087647844,-0.231364598283221,0.715772205153704,-0.092477850309014,1
64,298.9,309.0,1812,25.9,174,0,3034,1972.706737,-1.14386642343588,0.942379947678879,0,-1.26575331776247,-0.827013470251817,-0.599148020026401,-0.152723413077897,0.964673806775401,-0.0550667500755095,1
65,299.0,309.1,1523,38.6,177,0,4214,791.9912894,0.74360346747972,1.03183044099053,0,0.14263799624081,1.33335509249189,-0.115739931091075,0.253770743338518,0.907055855567545,-0.119727910972924,1
66,299.0,309.1,1394,45.1,179,0,4770,236.3374779,-0.283886160688817,0.675294361706016,0,0.420491283266762,-0.725868509727858,-0.185156045587551,0.178705885302526,0.638961755484716,0.380010489677099,1
67,298.9,308.9,1679,28.7,181,0,1103,3907.142987,-0.499474083287578,1.36547423556195,0,1.10478349251035,-0.152314350966487,0.234677686771446,0.266877639332463,0.810646375555563,0.0137511997367398,1
68,298.8,308.9,1466,44.1,184,0,2566,2442.112906,0.420006134543073,0.808390047939629,0,-1.76834962666828,0.649535242345981,-0.0087264951891328,0.462493159328214,0.233421253639213,-0.436567599370259,1
69,298.8,308.9,1527,32.4,189,0,2566,2440.796223,0.888604358646194,0.654290191639598,0,1.80971821691433,0.331017322209874,0.598958254012789,0.325227982138301,-0.256251213785293,-0.246279040157865,1
70,298.9,309.0,1410,65.7,191,1,2038,2968.168624,0.368279177299759,-0.308640059423611,1,-1.81220913462522,-0.367590807322258,0.437929023178391,-0.14385636272366,-0.43208828200144,0.085340342158878,-1
71,298.9,309.0,1924,22.6,193,0,2039,2965.888751,0.156972609460868,1.53371746206024,1,2.15053250335971,-0.14928986067313,0.882239039883476,0.0738576361525935,-0.450689422795853,0.162471869800794,1
72,298.9,309.1,1452,45.5,196,0,1735,3266.637543,0.478603516691177,-1.52065137401979,0,-1.24049865295406,0.227194759433946,0.234754985971241,-0.272388313960711,-0.97570877692394,0.598934705858347,1
73,298.9,309.1,1369,44.4,198,0,1798,3203.50789,-0.266319751406492,-1.6399722891829,1,1.24119435651243,-0.526254307869551,0.106370457976393,-0.282688969698294,-0.507538135788887,0.995215249072506,1
74,299.0,309.1,1592,35.0,200,0,4627,374.0289225,-1.45681736566361,-0.224895149441134,1,-0.908538887246603,-0.841022730603416,-0.485359654523395,-0.0706902646518152,-0.522113339920408,0.616485592387645,1
75,298.9,309.0,1601,32.3,202,0,2191,2812.270053,1.45684917168103,-0.401645763395677,1,0.328336962863328,2.05829426952354,-0.698618818655358,-0.107591419821397,-0.250713548181188,0.555981220405064,1
76,298.8,308.9,1379,46.7,204,0,1995,3008.25798,-1.57425714110565,-1.09137930858018,0,-1.71017130301063,-2.14128945803087,-1.1272961020896,-0.32094572150406,-0.511778905250117,0.216510125693634,1
77,298.8,308.9,1461,47.9,206,0,4340,664.1117433,0.42710023800326,0.820201831655467,1,0.595094312357747,1.41380897260576,-0.934699256667163,-0.0773950808340361,0.0305755091516572,0.0599377432348934,1
78,298.8,308.9,1455,41.3,208,1,3498,1505.634981,0.793673773825905,-1.71284830984051,1,-0.39724654539838,0.25894371544422,-0.843887076010893,-0.073980666020109,-0.019488643828758,0.162471869800794,-1
79,298.8,308.9,1398,51.5,0,0,1173,3829.181907,-1.64132314151152,1.13210380925496,0,0.429775974765876,-1.72017810718845,-0.882606773608871,-0.453379615474786,0.623724311861225,0.614176265212738,1
80,298.8,308.9,1402,37.9,2,0,2502,2501.769443,0.390077663267716,-1.70697254874032,0,-0.433405178382449,1.43503263997639,-0.608813585453004,0.14357336488356,0.377357084167089,0.423425840565363,1
81,298.8,308.8,1445,49.9,4,0,4995,9.337239558,-0.356503937755534,1.62039276342869,0,0.486722285832796,-0.5274258089756,-0.299414389712522,0.252293226386665,0.976606298362591,0.616023726952664,1
82,298.9,308.9,1450,47.5,9,0,3312,1691.728178,0.444172312072895,0.569881066753391,0,0.235172553054995,0.56560819864405,-0.335747051416137,0.101942883535696,0.751824683263596,0.775367302021295,1
83,298.9,308.9,1453,40.8,11,0,4137,867.0157738,-1.10332097344748,1.5032164686094,0,-0.855285500619776,-1.09321625416444,-0.260458221254017,0.11029256184623,0.623493168482824,0.416035993605658,1
84,299.0,309.0,1469,40.1,13,0,1251,3753.753477,1.3434417602802,-0.0997323292157131,0,1.53485587952067,1.72845801413832,-0.239876673439343,0.217069247459314,0.583901368817627,-0.0084183411423741,1
85,298.9,308.9,1422,47.6,15,0,2545,2460.730572,0.933676970783241,1.28927352223718,1,-0.307498422968534,-0.289487297864732,-0.320374660826007,0.239496832899727,0.704395228858913,0.213738933083745,1
86,299.0,309.0,1804,26.8,17,0,2056,2951.023,-1.10825565201037,0.496484687933714,0,-0.735823553112101,-1.44250451923744,-0.0698186378552836,-0.258507921803212,0.283537382224959,0.327357830089203,1
87,299.0,309.0,1436,43.9,20,0,4658,347.5854544,0.485920703625567,-0.0717765071504651,1,0.629878413909433,1.12616286005358,-0.0330813136350609,-0.0566126230512611,-0.130007229658037,-0.0361302672412663,1
88,299.0,309.0,1544,31.8,25,0,4007,998.1656945,-0.569437545382061,1.30525747028341,0,-1.04873646255396,-0.745555823193947,0.06650860281564,0.167501934455996,0.140539098965081,-0.0065708794024478,1
89,299.0,309.0,1419,45.2,27,0,907,4099.407745,1.45557968748227,0.502736970990719,0,1.17742753584291,1.43052307410846,0.0926611391895861,0.536058693022856,-0.139563541509335,-0.177461090345616,1
90,298.9,308.9,1487,39.5,30,0,286,4718.63836,-1.55634680273145,-0.815015710932585,0,0.863144935790754,-2.12774019840306,0.189638646259097,-0.0148420921432949,0.0241164806653764,-0.376525092822659,1
91,298.9,308.9,1753,25.8,33,0,4927,77.28613904,-0.0987791582506229,-1.57123837148127,0,-1.49190996753315,1.02965795820581,-0.252408895606619,-0.0223596545187831,0.124551756224035,-0.953856886549581,1
92,298.9,308.9,1830,24.9,35,0,4624,379.0542419,1.60649349116185,1.28095513596513,1,0.852132086643934,1.20464494831793,-0.345930159096481,-0.149339108401933,0.72944255840225,-0.95062382850471,1
93,298.9,308.9,1727,27.1,37,0,1407,3595.406458,1.27334624745223,-0.0952557320886665,1,-1.3084191082308,-0.235362135029185,-0.401815562722307,-0.213878630244545,0.521602112901402,-0.900280496091723,1
94,299.1,309.0,1450,43.0,40,0,2384,2619.821008,-1.29892423834848,1.32113708186427,1,1.42787241488116,-1.81715268759284,-0.478973233042134,-0.603645129720692,0.617094974815004,-0.384838670652327,1
95,299.0,308.9,1622,31.9,42,0,4966,36.441364,-1.5939346146089,-0.31283933313929,0,-1.04290686844422,-0.208420993290519,-0.401178277068657,-0.209049888247167,0.567917457353189,-0.4730549687338,1
96,299.0,309.0,1351,52.2,44,0,857,4147.06136,-0.733676427666376,1.4532156394098,1,-0.259482749106375,0.607698845312744,-0.597861469024617,0.0640206485535249,0.411674971765608,-0.244893443852921,1
97,299.0,309.0,1575,35.3,47,0,4331,672.0161237,1.28379588194879,0.241752908460891,0,0.985216622769822,1.42519309133172,-0.256165541741614,0.460716192632047,0.112493414573239,0.0520860308402073,1
98,298.9,308.9,1750,29.9,50,0,4987,18.82512637,-0.675486249928499,0.382208577479343,1,-1.38364018078088,-1.38411748486675,-0.474812836424533,0.127956141578809,0.226758157473905,0.281633152026031,1
99,298.9,308.8,1529,32.7,53,0,3954,1052.457444,0.674051969019139,1.0752494945552,1,1.97580192854796,0.953342406879708,0.0191817051722532,-0.0226049410774593,0.229889347104096,-0.0499862302907126,1
100,298.8,308.8,1523,44.4,55,0,4366,639.527653,-0.228581930605436,-1.09405176107719,1,-2.01349176077423,-0.63766630266227,0.111232165844766,-0.0691722112764101,-0.241697310890663,-0.0800074835645125,1
101,298.8,308.9,1852,25.0,57,0,2306,2699.568604,1.24980129272623,-0.0426921465520442,1,1.6442849767441,1.04436277005067,0.27983157242273,-0.344215658001806,0.133767903882497,0.330129022699092,1
102,298.8,308.8,1991,20.7,59,0,3658,1351.787556,-0.380004373317395,0.813076622964221,1,-0.996218583866239,-1.15136443619533,0.209603575155212,-0.78996148315898,0.28978131150416,0.421578378825437,1
103,298.8,308.8,1555,40.6,61,0,1680,3328.911559,-1.42829166320984,0.397864525630296,0,1.13633966152416,-0.740560664322964,0.432070399593667,-0.844232034457557,0.311634921484356,0.362921468582782,1
104,298.8,308.8,1441,40.5,63,0,1061,3947.727991,0.441215618024385,-1.28268379541859,1,0.554483490451875,1.3206657122205,0.319507068062552,-0.601857382702877,-0.0044773726133964,0.562909201929787,1
105,298.8,308.7,1450,43.4,66,0,3947,1061.970506,-1.60379916423241,0.783274312788612,1,-1.74280627641021,-1.44468185839802,-0.191081221196521,-0.627666386988914,0.44207101103016,1.04417298518055,1
106,298.8,308.7,1591,31.1,68,0,3675,1332.963688,-0.978927833059632,0.73737489155627,1,0.799765033005575,0.441413802285582,0.295251729853144,0.034563709473015,-0.0448085225255872,0.669138251975541,1
107,298.8,308.7,1445,48.5,70,0,975,4031.365349,-0.651357129810281,0.922344672865202,0,0.0387824686914221,0.231390827363775,0.206114144397471,0.333668271045911,-0.121704980196226,0.475154769283295,1
108,298.8,308.8,1497,46.8,72,0,2518,2488.605795,-0.216418404436442,-1.18269694485846,0,-0.0483637850417508,0.307239141494692,0.381835243795826,0.210363987682426,-0.15645202522599,0.683456080459969,1
109,298.9,308.8,1621,32.7,75,0,4298,709.3006321,0.312170596594202,0.950058122799185,1,-0.852976497366044,0.373396786815087,0.469726188741591,0.505369877718133,0.172518173962407,0.563371067364769,1
110,298.9,308.7,1572,34.1,80,0,1101,3903.857859,1.70735131807722,-1.65112335499012,0,1.7824167768119,0.985585776940221,0.52109217393748,0.768561407121348,-0.181105643557233,0.138454867181754,1
111,298.8,308.6,1872,22.5,82,0,3484,1523.511427,0.51659497480485,0.352892603203073,0,-1.23516202011896,-0.841205505318229,0.425102202633695,0.187302041094491,0.329716571667638,0.0922683236836011,1
112,298.7,308.6,1499,43.5,84,0,4166,841.4833007,-1.2678785466277,0.748609447716381,0,0.975351882544374,-1.2606269135081,0.390133250488984,0.316666628338442,0.579436062878289,-0.0476769031158048,1
113,298.8,308.7,1498,39.5,89,0,2945,2061.512084,1.25861104574208,0.462154051083525,0,-0.358940862473106,1.78477969818635,0.414100849335068,0.668434823817008,0.707531132162658,-0.107719409663404,1
114,298.8,308.6,1486,41.9,92,0,1581,3423.555347,1.62812824361028,-0.818060964799021,0,-0.982132768616115,0.261023215458359,0.332441749811244,0.138821794039762,0.748574012794068,-0.286923198436241,1
115,298.8,308.6,1680,29.4,95,0,3401,1602.856465,-1.19894551205705,0.902987721134235,0,1.26134992230154,-1.99715412630818,0.736085554317671,-0.3169687525371,0.624272178548671,-0.298931699745761,1
116,298.8,308.6,1431,45.7,97,0,757,4246.70317,1.1634179110246,1.60149005925632,0,-1.01938499102882,1.66883555579695,0.652312671553675,-0.204497177373975,0.480164756549099,-0.0578379426853987,1
117,298.9,308.7,1564,34.1,99,0,2880,2121.563066,0.490962430765125,1.38908479413822,0,1.18375800313801,-0.475060670997384,0.879418048701305,-0.490600622818942,-0.0682497535505,0.148154041316367,1
118,298.8,308.6,1599,33.0,101,0,522,4481.783712,-1.38945410314414,0.667368454240577,0,-0.732448474783602,-1.32840422378175,0.617060043021102,-0.806177506407242,-0.124747111678187,-0.074465098344734,1
119,298.8,308.6,1707,28.1,103,0,3781,1224.002124,-0.650824489274032,-1.439570136026,0,0.733951627933864,0.521776407373118,0.87598602866608,-0.693384380060085,-0.454826925923287,0.250226302447286,1
120,298.7,308.5,1467,40.7,106,0,4366,637.3905644,-0.63658763624143,0.182450611136372,0,-0.462209044060455,0.0100414550941248,0.711747413365298,-0.276078199163429,-0.0892476009868718,0.724562104173326,1
121,298.9,308.7,1433,44.7,108,0,2810,2189.081391,-0.267099316200234,-1.14058249124166,0,0.0799146971257222,0.261002815208358,0.526140847680753,0.0688537825442258,-0.32327789999307,0.582769415633994,1
122,298.9,308.7,1558,41.2,110,0,552,4446.019144,-1.08692198717637,1.10659800349978,1,-0.547038303617769,-0.579165717853031,0.444029495227468,-0.172059257769066,-0.208785858332351,0.393404587291563,1
123,299.0,308.8,1310,50.7,112,0,2497,2498.99688,-0.825488471408354,-0.983030616984924,0,1.1108690002519,0.184669335502789,0.110964640757763,-0.0690630353236523,-0.399025433987414,0.395252049031489,1
124,298.9,308.7,1546,43.4,114,0,2075,2923.804627,1.43570641520924,0.388326488656073,0,-0.762404900792067,1.59736676292868,-0.341181770094445,0.130515789494277,-0.102394087392444,0.0271452973512044,1
125,298.9,308.7,1727,29.4,116,0,1757,3239.561872,1.08807227229684,-0.987700883894618,0,-0.537768464651814,-0.245596158714946,-0.330002030250665,-0.450249462095509,0.0628259541465443,-0.0703083094299,1
126,298.9,308.6,1560,32.2,118,0,2641,2353.970643,-1.47166451776669,-0.568122282938076,1,0.445885143766006,-1.80829847129376,-0.422417882093125,-0.53874334279541,0.580298158290031,-0.166838185341041,1
127,299.0,308.6,1329,60.5,120,0,3175,1821.839356,-0.571940874949304,0.155400125224474,1,-1.43443746297476,0.635578545760666,-0.414389047958079,-0.259558373381025,0.444974290817831,-0.0102658028823003,1
128,298.9,308.6,1413,46.5,122,0,3264,1733.045608,0.172405652681292,0.500126115989924,1,0.689783531511,0.525815023920065,-0.131446957059801,-0.373362898273284,0.232589721671885,-0.321563106059856,1
129,299.0,308.6,1587,38.6,124,0,3066,1930.294714,-1.46811984273969,1.21442669635101,1,0.875967281034788,-1.15893727743758,-0.246192330980008,-0.317280106142207,0.0408807893859451,0.211891471343819,1
130,298.9,308.5,1559,34.3,126,0,2153,2842.751242,0.645602868797345,1.59966013682281,0,-0.904093860539079,1.49318755165373,-0.496193259772821,-0.236912074135808,-0.0711225950630497,0.182793948939982,1
131,298.8,308.4,1473,41.1,128,0,387,4609.542072,-0.0757396706947697,-1.24474162029907,0,0.801068590827388,-0.509596102983964,-0.302842098983623,-0.53281516002063,-0.687392242871141,0.0608614741048562,1
132,298.8,308.4,1737,27.7,130,0,3317,1679.031972,-1.14096349941059,-0.906522720505258,0,-0.462313977996168,-0.752525194278417,-0.321592739870338,-0.759968603410309,-0.648211955426074,0.032225817136001,1
133,298.7,308.4,1441,43.2,132,0,3954,1040.807703,0.452819613336676,-0.458418545439775,0,-0.716483044293335,1.12588506029943,-0.221039670307489,-0.539869890697594,-0.731425829122053,0.39848510707636,1
